sefer_id,tren_id,hat_id,planlanan_kalkis,yolcu_sayisi,bilet_kontrol_cihaz_versiyonu,makinist_sicil_no,yemek_servisi_var_mi,hava_durumu,gecikme_suresi_dk
SEFER-00828,TREN-138,HAT-04,2026-03-10 23:15:00,302,v2.1.0,M-2819,0,yagmurlu,13.7
SEFER-00829,TREN-115,HAT-01,2026-06-03 00:00:00,322,v3.0.0,M-7421,1,Acik,3.2
SEFER-00830,TREN-113,HAT-04,2026-05-06 12:30:00,154,v2.4.1,M-1050,0,Karli,25.1
SEFER-00831,TREN-124,HAT-09,2026-06-05 04:45:00,402,v2.1.0,M-4069,1,Yagmurlu,9.9
SEFER-00832,TREN-159,HAT-03,2026-06-14 11:00:00,60,v2.1.0,M-1159,1,Yagmurlu,44.6
SEFER-00833,TREN-161,HAT-10,2026-01-01 10:45:00,73,v2.1.0,M-9606,0,Acik,8.4
SEFER-00834,TREN-119,HAT-13,2026-01-17 06:00:00,281,v2.4.1,M-8970,1,Sisli,28.3
SEFER-00835,TREN-147,HAT-08,2026-01-03 13:30:00,315,v3.0.0,M-2847,1,,19.4
SEFER-00836,TREN-167,HAT-12,2026-04-20 10:00:00,162,v1.0.4,M-5003,1,,51.3
SEFER-00837,TREN-147,HAT-04,2026-05-08 06:00:00,377,v3.0.0,M-9632,0,Acik,33.7
SEFER-00838,TREN-134,HAT-15,2026-04-27 03:30:00,263,v2.4.1,M-3014,1,Karli,18.7
SEFER-00839,TREN-159,HAT-10,2026-06-15 11:30:00,305,v2.4.1,M-3664,1,,1.6
SEFER-00840,TREN-163,HAT-05,12.01.2026 06:30,,v3.0.0,M-6010,0,Karli,32.5
SEFER-00841,TREN-156,HAT-06,23.04.2026 22:00,499,v2.1.0,M-2409,1,Karli,30.4
SEFER-00842,TREN-119,HAT-12,2026-02-03 19:45:00,162,v3.0.0,M-7923,1,Acik,16.4
SEFER-00843,TREN-113,HAT-15,2026-02-14 20:30:00,273,v2.1.0,M-4268,1,,20.9
SEFER-00844,TREN-118,HAT-07,2026-04-05 20:15:00,340,v3.0.0,M-2573,0,,6.2
SEFER-00845,TREN-168,HAT-08,2026-04-29 17:30:00,233,v3.0.0,M-8557,0,Sisli,29.4
SEFER-00846,TREN-172,HAT-01,13.06.2026 15:45,204,v2.4.1,M-1877,1,Yagmurlu,16.7
SEFER-00847,TREN-117,HAT-07,2026-04-25 14:00:00,315,v2.4.1,M-2753,1,Sisli,33.3
SEFER-00848,TREN-177,HAT-02,2026-05-21 12:30:00,492,v1.0.4,M-4359,0,Acik,1.3
SEFER-00849,TREN-172,HAT-12,2026-06-15 07:45:00,377,v1.0.4,M-8945,0,Yagmurlu,21.6
SEFER-00850,TREN-115,HAT-02,2026-01-01 06:15:00,99,v3.0.0,M-7401,0,Yagmurlu,10.3
SEFER-00851,TREN-116,HAT-05,2026-03-11 07:45:00,480,v3.0.0,M-3018,1,yagmurlu,21.0
SEFER-00852,TREN-119,HAT-11,2026-01-04 22:15:00,173,v2.1.0,M-8801,1,Yagmurlu,15.2
SEFER-00853,TREN-138,HAT-05,2026-04-25 04:00:00,391,v1.0.4,M-8601,1,Karli,20.0
SEFER-00854,TREN-155,HAT-03,2026-01-06 00:30:00,55,v3.0.0,M-1698,1,yagmurlu,11.6
SEFER-00855,TREN-118,HAT-08,2026-05-31 20:45:00,233,v2.4.1,M-9602,1,yagmurlu,27.4
SEFER-00856,TREN-166,HAT-02,2026-01-31 00:15:00,223,v2.4.1,M-5963,1,Sisli,27.6
SEFER-00857,TREN-109,HAT-15,2026-05-24 11:45:00,387,v2.4.1,M-3120,1,Yagmurlu,16.6
SEFER-00858,TREN-176,HAT-10,01.03.2026 15:45,,v1.0.4,M-9182,1,,1.7
SEFER-00859,TREN-142,HAT-13,2026-02-09 18:15:00,422,v1.0.4,M-2014,1,Sisli,39.1
SEFER-00860,TREN-115,HAT-01,2026-05-25 18:00:00,373,v3.0.0,M-7187,0,Acik,35.7
SEFER-00861,TREN-174,HAT-09,2026-02-04 08:15:00,196,v2.1.0,M-2409,0,Yagmurlu,20.2
SEFER-00862,TREN-113,HAT-04,2026-01-06 22:15:00,258,v2.1.0,M-9653,1,yagmurlu,15.9
SEFER-00863,TREN-125,HAT-14,2026-02-05 15:45:00,336,v3.0.0,M-2161,0,Yagmurlu,24.2
SEFER-00864,TREN-117,HAT-13,2026-03-30 12:30:00,76,v2.4.1,M-5118,1,yagmurlu,15.8
SEFER-00865,TREN-146,HAT-02,2026-05-30 03:15:00,344,v2.4.1,M-7540,0,Yagmurlu,27.2
SEFER-00866,TREN-170,HAT-12,2026-06-02 10:00:00,184,v2.4.1,M-4285,1,,0.3
SEFER-00867,TREN-108,HAT-03,2026-02-05 02:30:00,499,v1.0.4,M-6666,0,Acik,2.7
SEFER-00868,TREN-154,HAT-10,2026-05-07 10:00:00,116,v3.0.0,M-9316,0,Karli,27.8
SEFER-00869,TREN-145,HAT-07,2026-03-23 18:30:00,166,v2.1.0,M-9752,1,Acik,36.8
SEFER-00870,TREN-103,HAT-09,2026-03-24 12:00:00,114,v1.0.4,M-8175,0,Sisli,27.1
SEFER-00871,TREN-179,HAT-15,2026-03-05 00:30:00,79,v2.1.0,M-7767,0,Yagmurlu,10.6
SEFER-00872,TREN-102,HAT-14,2026-05-04 02:15:00,114,v2.4.1,M-5001,1,Sisli,17.0
SEFER-00873,TREN-117,HAT-10,2026-03-10 03:45:00,89,v2.4.1,M-4609,1,Karli,42.9
SEFER-00874,TREN-139,HAT-06,2026-05-14 09:30:00,186,v1.0.4,M-6679,1,Karli,37.0
SEFER-00875,TREN-180,HAT-08,2026-02-17 23:00:00,316,v1.0.4,M-7101,0,Yagmurlu,11.6
SEFER-00876,TREN-105,HAT-04,2026-04-30 10:45:00,108,v2.4.1,M-7294,1,Acik,6.9
SEFER-00877,TREN-111,HAT-01,2026-02-17 21:45:00,246,v2.1.0,M-8062,0,Sisli,15.5
SEFER-00878,TREN-140,HAT-01,2026-04-03 16:30:00,436,v2.1.0,M-1448,1,Karli,40.6
SEFER-00879,TREN-180,HAT-07,2026-05-29 00:45:00,435,v2.4.1,M-9761,1,Acik,16.5
SEFER-00880,TREN-155,HAT-10,2026-05-03 23:30:00,431,v2.4.1,M-2401,0,Yagmurlu,9.4
SEFER-00881,TREN-170,HAT-05,27.02.2026 20:45,187,v1.0.4,M-3036,1,,2.9
SEFER-00882,TREN-173,HAT-11,2026-02-25 00:30:00,58,v2.4.1,M-8867,0,Sisli,15.1
SEFER-00883,TREN-153,HAT-01,2026-04-10 03:00:00,210,v2.4.1,M-5252,1,Acik,5.8
SEFER-00884,TREN-117,HAT-04,2026-04-18 19:15:00,75,v3.0.0,M-6199,0,Yagmurlu,19.2
SEFER-00885,TREN-171,HAT-12,2026-02-09 03:00:00,181,v2.4.1,M-9854,0,Acik,11.3
SEFER-00886,TREN-177,HAT-04,01.03.2026 22:00,311,v2.4.1,M-7815,0,Acik,2.7
SEFER-00887,TREN-155,HAT-15,18.02.2026 13:15,234,v2.4.1,M-8711,1,Karli,51.9
SEFER-00888,TREN-180,HAT-01,28.01.2026 14:30,352,v2.4.1,M-9368,1,Acik,1.1
SEFER-00889,TREN-128,HAT-07,2026-05-23 00:00:00,440,v2.1.0,M-9249,1,,0.8
SEFER-00890,TREN-169,HAT-12,2026-01-21 22:00:00,316,v2.4.1,M-4998,1,Sisli,18.8
SEFER-00891,TREN-132,HAT-13,2026-05-12 06:30:00,109,v3.0.0,M-6929,0,,2.8
SEFER-00892,TREN-146,HAT-09,2026-03-28 13:00:00,359,v2.1.0,M-9808,0,Yagmurlu,14.0
SEFER-00893,TREN-153,HAT-11,2026-04-11 01:15:00,224,v2.1.0,M-9096,0,Karli,16.3
SEFER-00894,TREN-124,HAT-15,2026-03-19 17:00:00,441,v1.0.4,M-3070,0,yagmurlu,30.4
SEFER-00895,TREN-156,HAT-01,2026-04-29 00:15:00,493,v2.4.1,M-3088,1,yagmurlu,33.1
SEFER-00896,TREN-172,HAT-04,2026-05-02 18:30:00,222,v1.0.4,M-2208,1,yagmurlu,27.4
SEFER-00897,TREN-158,HAT-15,2026-03-12 00:45:00,437,v1.0.4,M-3494,0,Sisli,27.0
SEFER-00898,TREN-176,HAT-10,2026-03-05 09:45:00,310,v1.0.4,M-4805,1,,18.9
SEFER-00899,TREN-164,HAT-06,2026-01-09 11:45:00,437,v2.1.0,M-8053,1,Yagmurlu,38.7
SEFER-00900,TREN-174,HAT-15,16.04.2026 06:30,110,v2.1.0,M-5726,1,Karli,18.2
SEFER-00901,TREN-178,HAT-13,2026-01-19 08:15:00,155,v1.0.4,M-1651,0,yagmurlu,36.3
SEFER-00902,TREN-101,HAT-08,2026-05-23 07:00:00,342,v3.0.0,M-5832,0,Sisli,38.2
SEFER-00903,TREN-116,HAT-08,2026-06-01 22:45:00,120,v2.4.1,M-2295,0,Karli,28.2
SEFER-00904,TREN-110,HAT-06,2026-01-27 23:30:00,312,v2.4.1,M-1628,1,,15.0
SEFER-00905,TREN-113,HAT-15,2026-05-01 14:30:00,478,v1.0.4,M-5029,0,,0.4
SEFER-00906,TREN-176,HAT-07,2026-05-30 02:15:00,127,v2.4.1,M-3159,0,Sisli,31.8
SEFER-00907,TREN-112,HAT-09,27.05.2026 12:15,,v1.0.4,M-7851,1,yagmurlu,17.4
SEFER-00908,TREN-179,HAT-07,2026-04-18 22:15:00,386,v2.4.1,M-8947,1,Yagmurlu,29.0
SEFER-00909,TREN-151,HAT-10,2026-03-03 04:45:00,436,v2.1.0,M-7960,0,Karli,20.4
SEFER-00910,TREN-123,HAT-08,2026-06-13 11:30:00,253,v3.0.0,M-7750,0,,1.4
SEFER-00911,TREN-104,HAT-05,2026-02-15 23:15:00,81,v2.4.1,M-7737,1,yagmurlu,22.8
SEFER-00912,TREN-157,HAT-07,2026-03-10 06:30:00,422,v2.4.1,M-8334,1,Yagmurlu,12.2
SEFER-00913,TREN-129,HAT-10,2026-05-30 16:15:00,106,v1.0.4,M-1345,1,yagmurlu,17.4
SEFER-00914,TREN-112,HAT-13,2026-05-01 12:30:00,333,v2.4.1,M-9773,0,Acik,10.6
SEFER-00915,TREN-121,HAT-14,2026-04-02 16:45:00,460,v2.1.0,M-5074,0,Yagmurlu,32.2
SEFER-00916,TREN-105,HAT-14,2026-01-04 16:00:00,71,v2.1.0,M-1553,1,Yagmurlu,11.3
SEFER-00917,TREN-116,HAT-14,2026-05-15 01:45:00,429,v3.0.0,M-1330,0,Karli,34.8
SEFER-00918,TREN-170,HAT-10,07.06.2026 02:15,250,v2.4.1,M-7965,0,Yagmurlu,25.8
SEFER-00919,TREN-139,HAT-05,20.03.2026 13:15,345,v2.1.0,M-7657,1,Sisli,19.7
SEFER-00920,TREN-162,HAT-05,2026-06-05 03:15:00,422,v1.0.4,M-8409,0,Sisli,45.3
SEFER-00921,TREN-174,HAT-01,2026-03-10 01:15:00,105,v1.0.4,M-2562,0,,3.7
SEFER-00922,TREN-127,HAT-14,2026-06-11 00:45:00,256,v2.1.0,M-1965,1,yagmurlu,26.2
SEFER-00923,TREN-133,HAT-07,2026-02-23 09:30:00,,v1.0.4,M-5393,0,,18.3
SEFER-00924,TREN-172,HAT-13,2026-03-25 15:45:00,214,v1.0.4,M-2721,1,Sisli,27.3
SEFER-00925,TREN-110,HAT-07,2026-01-22 23:00:00,135,v1.0.4,M-7949,1,Yagmurlu,13.8
SEFER-00926,TREN-122,HAT-11,2026-05-18 07:45:00,264,v2.4.1,M-5441,1,Sisli,25.1
SEFER-00927,TREN-179,HAT-15,2026-03-05 16:15:00,154,v2.4.1,M-8735,1,yagmurlu,38.4
SEFER-00928,TREN-127,HAT-15,2026-02-26 14:15:00,292,v3.0.0,M-2098,0,Acik,3.8
SEFER-00929,TREN-140,HAT-12,2026-02-02 06:15:00,219,v2.1.0,M-2093,1,Acik,0.6
SEFER-00930,TREN-172,HAT-15,2026-02-08 19:30:00,190,v2.4.1,M-7017,1,Karli,42.2
SEFER-00931,TREN-133,HAT-09,03.04.2026 14:15,424,v1.0.4,M-3075,1,Yagmurlu,11.3
SEFER-00932,TREN-143,HAT-10,2026-05-13 00:30:00,365,v1.0.4,M-4798,0,,24.0
SEFER-00933,TREN-112,HAT-15,2026-05-18 08:15:00,50,v2.1.0,M-9383,1,Karli,25.8
SEFER-00934,TREN-155,HAT-11,2026-03-22 18:30:00,173,v3.0.0,M-6816,1,yagmurlu,23.0
SEFER-00935,TREN-167,HAT-06,2026-04-01 19:00:00,135,v3.0.0,M-8235,1,,27.9
SEFER-00936,TREN-133,HAT-11,2026-01-21 18:45:00,493,v2.4.1,M-7948,0,Karli,44.3
SEFER-00937,TREN-179,HAT-09,2026-05-30 19:15:00,432,v2.1.0,M-1091,1,Acik,12.2
SEFER-00938,TREN-143,HAT-02,2026-06-05 17:30:00,56,v3.0.0,M-7525,0,yagmurlu,21.2
SEFER-00939,TREN-133,HAT-05,2026-04-17 23:00:00,491,v3.0.0,M-9033,0,,26.3
SEFER-00940,TREN-161,HAT-12,30.05.2026 13:00,,v2.1.0,M-2356,1,,1.7
SEFER-00941,TREN-116,HAT-01,2026-03-17 22:00:00,192,v2.4.1,M-6185,0,Yagmurlu,18.6
SEFER-00942,TREN-176,HAT-12,2026-06-11 09:30:00,256,v1.0.4,M-4161,0,Sisli,43.2
SEFER-00943,TREN-135,HAT-02,30.01.2026 16:45,402,v1.0.4,M-6098,1,yagmurlu,13.3
SEFER-00944,TREN-172,HAT-06,2026-01-21 08:30:00,94,v1.0.4,M-3990,0,yagmurlu,44.6
SEFER-00945,TREN-124,HAT-06,2026-04-12 03:00:00,161,v2.1.0,M-6042,0,,4.7
SEFER-00946,TREN-117,HAT-05,2026-01-10 08:45:00,121,v2.1.0,M-5469,0,yagmurlu,21.8
SEFER-00947,TREN-123,HAT-05,2026-02-14 12:45:00,346,v3.0.0,M-3793,0,Karli,19.3
SEFER-00948,TREN-175,HAT-07,2026-01-27 19:15:00,380,v2.4.1,M-2486,0,,25.9
SEFER-00949,TREN-134,HAT-04,22.03.2026 01:30,387,v2.4.1,M-7099,1,,2.1
SEFER-00950,TREN-176,HAT-15,2026-01-07 00:30:00,495,v2.4.1,M-2641,0,Acik,1.7
SEFER-00951,TREN-146,HAT-05,2026-01-29 00:45:00,274,v3.0.0,M-7542,1,yagmurlu,14.1
SEFER-00952,TREN-132,HAT-05,2026-05-04 16:30:00,255,v2.1.0,M-9306,0,Karli,15.4
SEFER-00953,TREN-154,HAT-07,2026-05-13 08:30:00,64,v2.1.0,M-3286,0,Yagmurlu,25.2
SEFER-00954,TREN-143,HAT-13,2026-06-14 01:00:00,442,v2.1.0,M-8546,0,Yagmurlu,24.2
SEFER-00955,TREN-119,HAT-04,2026-05-31 22:15:00,170,v2.1.0,M-7131,0,Yagmurlu,13.7
SEFER-00956,TREN-162,HAT-03,2026-03-01 01:00:00,407,v3.0.0,M-4977,0,Yagmurlu,32.4
SEFER-00957,TREN-150,HAT-03,2026-02-24 13:15:00,194,v3.0.0,M-9750,0,,13.1
SEFER-00958,TREN-145,HAT-08,2026-04-25 13:00:00,443,v1.0.4,M-7523,0,Yagmurlu,12.6
SEFER-00959,TREN-130,HAT-03,27.03.2026 13:15,97,v2.1.0,M-5668,1,Karli,19.8
SEFER-00960,TREN-150,HAT-11,21.05.2026 09:45,265,v1.0.4,M-8617,0,Yagmurlu,19.8
SEFER-00961,TREN-145,HAT-11,2026-05-06 07:00:00,463,v3.0.0,M-8449,0,Acik,11.8
SEFER-00962,TREN-163,HAT-11,2026-06-14 01:45:00,,v3.0.0,M-9225,1,Sisli,18.0
SEFER-00963,TREN-161,HAT-12,2026-02-27 10:30:00,267,v1.0.4,M-3463,0,yagmurlu,22.3
SEFER-00964,TREN-144,HAT-15,2026-05-02 00:30:00,422,v1.0.4,M-2991,1,Sisli,20.7
SEFER-00965,TREN-159,HAT-06,2026-01-09 19:30:00,201,v2.4.1,M-7833,0,Acik,17.8
SEFER-00966,TREN-158,HAT-06,2026-02-21 01:00:00,68,v1.0.4,M-9765,0,yagmurlu,21.4
SEFER-00967,TREN-117,HAT-12,2026-01-25 22:45:00,284,v3.0.0,M-1665,0,,9.6
SEFER-00968,TREN-142,HAT-06,2026-01-07 18:15:00,465,v1.0.4,M-6534,1,Acik,14.8
SEFER-00969,TREN-155,HAT-07,2026-01-05 01:15:00,384,v3.0.0,M-2907,0,,21.4
SEFER-00970,TREN-174,HAT-05,2026-02-21 23:15:00,,v3.0.0,M-5502,0,yagmurlu,14.4
SEFER-00971,TREN-136,HAT-09,2026-04-25 20:00:00,397,v1.0.4,M-7788,0,Karli,18.2
SEFER-00972,TREN-136,HAT-05,21.03.2026 04:30,413,v3.0.0,M-7893,1,Karli,17.5
SEFER-00973,TREN-170,HAT-07,2026-03-23 10:00:00,471,v3.0.0,M-4451,0,Sisli,16.6
SEFER-00974,TREN-150,HAT-05,2026-03-11 00:00:00,90,v1.0.4,M-4400,1,,6.7
SEFER-00975,TREN-139,HAT-05,2026-05-09 09:30:00,129,v3.0.0,M-7805,0,yagmurlu,26.8
SEFER-00976,TREN-137,HAT-09,2026-05-08 05:45:00,325,v1.0.4,M-2588,1,Yagmurlu,12.8
SEFER-00977,TREN-128,HAT-04,2026-01-20 03:30:00,448,v2.4.1,M-4567,1,,38.6
SEFER-00978,TREN-177,HAT-05,2026-02-24 18:30:00,401,v3.0.0,M-4688,1,,24.3
SEFER-00979,TREN-164,HAT-13,2026-03-21 10:30:00,497,v2.4.1,M-8602,0,Yagmurlu,-999.0
SEFER-00980,TREN-113,HAT-07,2026-04-10 06:45:00,375,v1.0.4,M-7697,0,Acik,9.6
SEFER-00981,TREN-142,HAT-10,2026-02-12 21:15:00,96,v3.0.0,M-9377,0,Karli,15.2
SEFER-00982,TREN-121,HAT-08,2026-03-05 05:15:00,152,v1.0.4,M-4391,1,Karli,16.4
SEFER-00983,TREN-159,HAT-04,2026-04-27 22:45:00,286,v2.4.1,M-3609,0,yagmurlu,18.3
SEFER-00984,TREN-160,HAT-12,14.06.2026 12:00,,v3.0.0,M-7313,0,,5.2
SEFER-00985,TREN-154,HAT-05,2026-06-01 00:00:00,323,v1.0.4,M-5799,1,,0.2
SEFER-00986,TREN-106,HAT-06,2026-03-10 10:45:00,124,v1.0.4,M-3768,1,Karli,29.2
SEFER-00987,TREN-153,HAT-11,2026-02-28 05:15:00,157,v1.0.4,M-8507,1,Karli,16.0
SEFER-00988,TREN-132,HAT-13,2026-02-14 14:30:00,453,v1.0.4,M-3294,0,Sisli,27.0
SEFER-00989,TREN-167,HAT-05,2026-01-05 16:15:00,415,v2.4.1,M-8787,1,Karli,18.7
SEFER-00990,TREN-138,HAT-03,2026-05-08 04:15:00,246,v2.1.0,M-5963,0,Karli,25.1
SEFER-00991,TREN-175,HAT-01,2026-02-14 12:30:00,314,v2.4.1,M-3553,1,Sisli,21.5
SEFER-00992,TREN-167,HAT-06,2026-03-06 18:45:00,296,v1.0.4,M-6609,0,Yagmurlu,24.6
SEFER-00993,TREN-140,HAT-04,2026-02-08 12:15:00,454,v3.0.0,M-1199,0,Acik,10.5
SEFER-00994,TREN-126,HAT-06,2026-04-24 14:00:00,218,v1.0.4,M-1917,1,yagmurlu,8.7
SEFER-00995,TREN-173,HAT-09,2026-02-12 13:15:00,403,v3.0.0,M-3907,0,,19.5
SEFER-00996,TREN-178,HAT-05,05.04.2026 10:30,475,v2.4.1,M-1997,0,Acik,23.7
SEFER-00997,TREN-130,HAT-04,2026-04-11 04:45:00,450,v2.1.0,M-8836,0,Acik,3.8
SEFER-00998,TREN-157,HAT-02,23.03.2026 11:15,356,v3.0.0,M-2827,1,Sisli,-999.0
SEFER-00999,TREN-125,HAT-10,2026-05-18 18:45:00,258,v2.4.1,M-9311,1,yagmurlu,21.2
SEFER-01000,TREN-166,HAT-05,2026-06-12 15:30:00,224,v3.0.0,M-2826,0,Karli,26.3
SEFER-01001,TREN-163,HAT-01,2026-02-24 17:45:00,439,v3.0.0,M-6610,0,Sisli,36.2
SEFER-01002,TREN-125,HAT-13,2026-01-19 19:15:00,213,v2.1.0,M-3532,1,yagmurlu,24.4
SEFER-01003,TREN-121,HAT-04,2026-05-12 01:45:00,362,v3.0.0,M-7830,1,,1.7
SEFER-01004,TREN-130,HAT-15,2026-02-15 02:45:00,239,v2.4.1,M-8368,1,Yagmurlu,11.7
SEFER-01005,TREN-155,HAT-10,09.03.2026 09:45,78,v3.0.0,M-5492,0,Sisli,29.4
SEFER-01006,TREN-126,HAT-04,2026-04-24 05:30:00,214,v2.1.0,M-4522,1,Sisli,30.7
SEFER-01007,TREN-136,HAT-02,2026-01-13 22:15:00,419,v1.0.4,M-7390,1,yagmurlu,14.3
SEFER-01008,TREN-132,HAT-05,14.04.2026 19:45,,v2.4.1,M-2819,1,Karli,28.2
SEFER-01009,TREN-118,HAT-15,2026-05-09 05:00:00,261,v2.1.0,M-2441,1,Yagmurlu,28.7
SEFER-01010,TREN-132,HAT-06,2026-04-08 23:30:00,403,v2.4.1,M-6918,1,Acik,1.5
SEFER-01011,TREN-128,HAT-03,2026-02-25 01:45:00,151,v1.0.4,M-3298,0,,35.6
SEFER-01012,TREN-153,HAT-07,2026-03-09 21:45:00,80,v1.0.4,M-9261,1,yagmurlu,12.7
SEFER-01013,TREN-169,HAT-08,2026-02-18 11:30:00,339,v2.1.0,M-9413,0,Acik,36.6
SEFER-01014,TREN-174,HAT-15,2026-03-22 04:15:00,270,v2.1.0,M-6413,0,Karli,21.3
SEFER-01015,TREN-124,HAT-11,2026-04-09 10:30:00,428,v2.4.1,M-1104,1,Sisli,37.0
SEFER-01016,TREN-103,HAT-01,2026-02-08 16:30:00,164,v3.0.0,M-4282,1,yagmurlu,19.2
SEFER-01017,TREN-174,HAT-03,2026-02-02 11:15:00,63,v2.1.0,M-9848,1,yagmurlu,17.2
SEFER-01018,TREN-109,HAT-06,2026-05-29 19:30:00,153,v2.1.0,M-4559,1,Karli,26.8
SEFER-01019,TREN-104,HAT-03,2026-05-31 00:45:00,63,v2.1.0,M-7232,0,Sisli,35.2
SEFER-01020,TREN-158,HAT-08,2026-03-10 09:15:00,467,v1.0.4,M-3668,0,Acik,11.0
SEFER-01021,TREN-116,HAT-08,2026-05-07 15:30:00,147,v2.4.1,M-8831,1,Yagmurlu,50.1
SEFER-01022,TREN-166,HAT-02,11.06.2026 12:45,265,v2.4.1,M-6078,0,Sisli,47.6
SEFER-01023,TREN-156,HAT-14,2026-04-22 12:30:00,383,v1.0.4,M-5500,1,,16.6
SEFER-01024,TREN-106,HAT-03,2026-05-25 21:15:00,-34,v1.0.4,M-2002,0,Yagmurlu,9.5
SEFER-01025,TREN-138,HAT-06,2026-04-16 15:45:00,139,v2.1.0,M-6981,0,yagmurlu,41.6
SEFER-01026,TREN-121,HAT-01,2026-03-27 03:15:00,480,v1.0.4,M-6432,0,Karli,24.7
SEFER-01027,TREN-161,HAT-01,2026-05-06 16:15:00,,v2.1.0,M-3591,0,Sisli,29.4
SEFER-01028,TREN-102,HAT-06,03.06.2026 08:15,107,v3.0.0,M-3202,0,Sisli,31.2
SEFER-01029,TREN-140,HAT-08,2026-03-22 09:30:00,237,v3.0.0,M-4215,0,yagmurlu,29.0
SEFER-01030,TREN-129,HAT-09,2026-01-23 09:15:00,98,v1.0.4,M-5092,0,,15.2
SEFER-01031,TREN-133,HAT-03,2026-05-05 20:30:00,392,v2.4.1,M-3157,1,yagmurlu,15.3
SEFER-01032,TREN-155,HAT-06,2026-04-24 02:15:00,67,v1.0.4,M-4242,0,,23.6
SEFER-01033,TREN-102,HAT-03,2026-04-19 13:00:00,253,v2.4.1,M-4076,1,Karli,15.1
SEFER-01034,TREN-158,HAT-04,2026-03-19 14:30:00,193,v2.4.1,M-4052,1,,14.6
SEFER-01035,TREN-144,HAT-13,2026-05-30 01:45:00,99,v2.4.1,M-2034,1,,19.4
SEFER-01036,TREN-155,HAT-11,05.01.2026 14:15,474,v2.1.0,M-6695,1,Acik,1.3
SEFER-01037,TREN-158,HAT-07,2026-04-05 16:00:00,143,v2.1.0,M-3321,0,Sisli,32.1
SEFER-01038,TREN-103,HAT-04,2026-05-06 10:30:00,338,v2.4.1,M-9838,0,yagmurlu,15.4
SEFER-01039,TREN-168,HAT-03,2026-03-06 03:15:00,374,v2.1.0,M-9860,1,yagmurlu,10.6
SEFER-01040,TREN-126,HAT-05,2026-01-09 14:45:00,265,v2.4.1,M-1005,0,Sisli,21.3
SEFER-01041,TREN-133,HAT-12,2026-04-06 02:30:00,354,v2.1.0,M-8879,0,Acik,0.6
SEFER-01042,TREN-132,HAT-07,2026-05-15 10:15:00,149,v2.4.1,M-3300,1,Yagmurlu,26.0
SEFER-01043,TREN-116,HAT-12,2026-05-07 11:15:00,191,v2.4.1,M-9589,0,Karli,15.1
SEFER-01044,TREN-177,HAT-08,2026-02-09 21:45:00,430,v2.4.1,M-5458,0,yagmurlu,14.1
SEFER-01045,TREN-149,HAT-14,2026-06-02 08:30:00,349,v3.0.0,M-5769,0,Yagmurlu,38.9
SEFER-01046,TREN-167,HAT-02,2026-01-16 08:30:00,303,v1.0.4,M-5590,1,,43.0
SEFER-01047,TREN-133,HAT-11,2026-03-28 22:30:00,232,v3.0.0,M-4977,1,Acik,0.1
SEFER-01048,TREN-129,HAT-10,2026-03-16 06:30:00,412,v3.0.0,M-9502,1,Sisli,23.2
SEFER-01049,TREN-106,HAT-10,2026-01-19 15:00:00,441,v3.0.0,M-7451,0,Yagmurlu,12.5
SEFER-01050,TREN-145,HAT-11,2026-05-15 18:45:00,317,v3.0.0,M-1420,0,Acik,38.2
SEFER-01051,TREN-173,HAT-03,05.01.2026 08:30,460,v2.4.1,M-6875,1,Acik,23.1
SEFER-01052,TREN-146,HAT-04,2026-02-17 11:45:00,407,v2.1.0,M-9966,1,,3.1
SEFER-01053,TREN-152,HAT-13,2026-03-01 17:15:00,220,v2.1.0,M-6186,1,Karli,34.6
SEFER-01054,TREN-113,HAT-15,2026-05-04 11:00:00,304,v2.4.1,M-8953,1,,2.1
SEFER-01055,TREN-144,HAT-13,2026-03-16 23:30:00,215,v2.4.1,M-9818,0,Acik,1.2
SEFER-01056,TREN-151,HAT-10,2026-04-29 23:00:00,356,v2.4.1,M-9729,1,,5.2
SEFER-01057,TREN-151,HAT-03,2026-06-07 11:45:00,467,v2.4.1,M-4683,1,Karli,24.5
SEFER-01058,TREN-106,HAT-04,2026-04-04 18:15:00,303,v2.1.0,M-4700,1,Yagmurlu,35.9
SEFER-01059,TREN-128,HAT-03,2026-01-03 08:30:00,,v2.1.0,M-7755,0,yagmurlu,24.6
SEFER-01060,TREN-167,HAT-10,2026-03-10 10:45:00,236,v2.1.0,M-6245,1,Karli,20.6
SEFER-01061,TREN-110,HAT-12,2026-01-24 04:30:00,176,v3.0.0,M-9771,1,yagmurlu,16.7
SEFER-01062,TREN-114,HAT-13,2026-05-22 06:15:00,380,v2.4.1,M-1871,1,yagmurlu,25.2
SEFER-01063,TREN-180,HAT-08,27.03.2026 02:45,61,v2.4.1,M-8809,0,yagmurlu,14.0
SEFER-01064,TREN-109,HAT-11,2026-03-02 17:00:00,179,v3.0.0,M-3184,1,,10.3
SEFER-01065,TREN-128,HAT-11,2026-03-19 09:30:00,219,v3.0.0,M-3363,1,Yagmurlu,26.4
SEFER-01066,TREN-101,HAT-10,2026-01-10 06:30:00,86,v2.1.0,M-4188,0,yagmurlu,8.7
SEFER-01067,TREN-177,HAT-13,2026-05-10 18:15:00,,v1.0.4,M-7611,1,Sisli,38.0
SEFER-01068,TREN-153,HAT-07,2026-04-30 02:45:00,99,v2.4.1,M-9186,0,Karli,19.4
